Name,Gender,DOB,Salary,Purchased
Danny,Male,1971-06-01,55539.41,No
Matthew,Female,1992-08-29,133340.28,Yes
Dennis,Male,1994-03-29,102057.71,No
Joanna,Female,1987-03-02,102058.59,No
Kimberly,Female,2006-04-22,120363.7,Yes
Benjamin,Male,1976-04-26,136558.44,No
Omar,Male,1979-03-08,76002.83,No
Jason,Male,1978-11-29,126366.4,Yes
Michelle,Male,1988-09-20,79761.21,No
Martin,Female,1963-01-04,144900.05,No
Joshua,Female,1968-05-25,137960.95,Yes
Kenneth,Female,1962-10-22,98914.48,Yes
Larry,Male,1970-02-20,87293.4,No
David,Male,2003-07-24,112471.3,Yes
Matthew,Female,2003-04-11,122947.43,Yes
Adam,Female,2007-06-23,97134.2,Yes
Michael,Male,1964-12-21,83801.12,Yes
Tina,Male,1975-08-22,103684.02,Yes
Patricia,Female,1962-09-30,90227.89,Yes
Randall,Female,2002-05-15,36748.47,Yes
Alan,Female,1981-03-08,134029.48,Yes
Ronnie,Female,1973-04-15,104094.17,No
Karen,Female,1961-06-12,122790.6,Yes
Juan,Male,1969-04-25,137961.44,Yes
Jennifer,Male,1981-03-31,116958.74,No
Micheal,Female,1961-05-01,77678.52,Yes
Kimberly,Female,1960-11-10,99246.02,Yes
Misty,Male,1962-05-31,142002.28,Yes
Jennifer,Male,1978-03-19,128507.46,No
Felicia,Female,1981-05-14,120512.59,No
Shirley,Male,1966-05-29,74994.38,No
Felicia,Male,1977-08-02,135753.91,No
Haley,Female,1980-05-24,36816.95,No
Stephanie,Female,2000-10-03,100812.39,No
Jennifer,Female,1974-08-17,128134.77,Yes
Thomas,Female,2006-07-22,67890.25,Yes
Nicholas,Male,2003-06-13,85252.79,No
Dawn,Male,1966-11-06,100144.59,Yes
Yolanda,Female,1979-09-12,124902.78,No
Michael,Male,2001-04-02,131976.82,Yes
Jason,Female,1997-02-08,96219.64,No
Christine,Female,1967-10-06,94598.52,Yes
Christopher,Female,1996-05-06,54959.72,Yes
Amy,Female,1975-11-16,95008.94,Yes
Steven,Male,1978-12-26,117286.27,Yes
Mark,Female,1966-08-23,100772.09,Yes
Martha,Male,1966-10-13,71078.64,No
Holly,Male,1981-03-20,82358.38,No
Samantha,Female,1964-03-29,57576.55,No
Audrey,Female,1996-10-29,67032.75,Yes
April,Male,1988-11-27,63116.18,Yes
Allison,Female,1984-11-28,57224.14,Yes
Anthony,Female,1973-03-18,79830.25,Yes
Lucas,Female,1994-02-16,115570.12,No
Ricky,Male,1982-09-02,81425.97,No
Cathy,Male,1975-12-12,46067.85,No
Tracy,Male,1969-03-25,52941.39,Yes
Amber,Female,1983-04-12,49435.2,No
Nicholas,Female,1974-08-26,101824.71,No
Brandon,Female,1968-06-22,140068.62,No
Gregory,Female,1967-07-13,38839.77,Yes
John,Male,1966-02-08,143903.52,No
Dawn,Male,2003-05-26,92571.5,Yes
Janice,Female,1968-08-07,67190.64,No
Matthew,Male,1965-07-14,137148.17,Yes
Christopher,Male,1999-02-19,73916.73,No
Reginald,Male,1991-10-17,125357.42,Yes
David,Male,1974-12-09,36793.6,No
Laura,Female,2007-05-02,44533.46,Yes
Gary,Female,1960-07-10,69171.25,No
Laura,Female,1976-08-25,97525.78,Yes
Vincent,Male,1988-10-03,100870.66,Yes
Sandra,Male,2003-05-04,79693.66,Yes
Rachel,Female,1993-05-03,64370.0,No
Jonathan,Female,1991-01-03,97758.17,No
Brian,Male,1963-07-14,112165.1,No
Gregory,Female,1963-10-02,88146.17,No
Joshua,Female,1992-04-23,122467.86,Yes
Jody,Female,1965-09-20,147461.83,No
Kathleen,Female,1987-06-18,139335.01,Yes
Rachel,Female,2005-09-28,135695.09,Yes
Ross,Female,1965-03-11,137168.57,No
Samantha,Male,1995-03-07,43431.13,Yes
Cristian,Female,2004-02-19,73360.94,Yes
Russell,Female,1986-08-21,100559.41,No
Kevin,Male,1978-08-20,66402.88,No
Sheila,Female,1996-07-06,100491.87,Yes
Christian,Female,1992-03-07,148082.52,Yes
Daniel,Male,1985-03-21,76439.27,Yes
Kevin,Female,1960-10-26,100222.96,No
Daniel,Female,1979-02-20,63391.42,Yes
Nicole,Male,1966-12-16,54165.55,No
Michael,Male,1967-11-18,113549.6,Yes
Dylan,Female,2002-08-10,130776.85,No
Robert,Male,1986-01-01,139016.51,No
Jim,Female,1977-03-15,138612.2,No
Stephen,Male,1988-12-08,61282.54,No
Gina,Male,1993-02-06,112590.3,No
Amanda,Male,1997-02-27,113378.01,No
Gary,Male,1991-10-30,115528.66,No
Joseph,Male,2001-04-29,67255.22,No
Mitchell,Male,2003-02-28,35071.98,Yes
Natalie,Female,1972-09-18,71873.96,Yes
Helen,Female,1974-09-18,99990.3,No
John,Female,1969-03-21,67652.71,Yes
Kevin,Male,1975-01-16,71699.47,Yes
Daniel,Female,1996-10-04,50652.15,Yes
Julia,Male,2004-10-01,139676.9,Yes
Nicole,Female,1967-10-05,130080.91,Yes
Edward,Female,1972-09-25,41516.61,No
Rebecca,Male,2000-09-30,73668.65,Yes
Peter,Male,1996-03-13,34924.91,Yes
Cynthia,Male,1985-03-27,79918.03,No
Angela,Female,1961-12-23,74186.11,Yes
Donald,Female,1967-03-28,63092.76,No
Douglas,Female,1988-06-07,99423.84,Yes
Luke,Female,1989-11-15,75793.09,No
James,Male,1970-07-27,61415.08,No
Alexander,Female,1972-05-14,148935.94,Yes
Joshua,Female,1974-10-16,47349.99,Yes
Julie,Female,1962-06-02,50611.61,Yes
Sandra,Female,1973-10-11,37387.32,Yes
Richard,Female,1972-07-09,74525.73,No
Bradley,Male,1975-05-11,145577.1,No
Thomas,Male,1977-10-29,38719.62,No
Alexandra,Female,1989-01-18,122338.17,Yes
Samantha,Female,2001-03-04,107279.08,Yes
Dawn,Male,1992-08-13,55290.48,Yes
Karen,Female,1999-05-18,59715.63,Yes
Jose,Female,1964-06-25,79128.75,Yes
Ronald,Male,1973-08-27,105845.68,No
Holly,Female,1993-07-25,122262.46,Yes
Eric,Female,1993-07-22,83212.84,Yes
Brandon,Female,1970-04-27,51554.97,Yes
Wayne,Female,1997-12-21,69350.53,No
Patricia,Female,1997-05-05,61685.45,Yes
Brandy,Female,1979-04-13,45486.53,Yes
John,Male,1979-04-14,48795.24,Yes
Abigail,Female,2001-10-27,31288.71,Yes
Justin,Female,1963-01-03,139073.3,No
Kristin,Female,1961-09-17,43566.49,Yes
Christopher,Male,1990-02-22,57561.84,Yes
Nancy,Female,1962-06-23,116751.99,No
Ashley,Male,1987-01-19,38594.48,Yes
Maria,Female,1988-06-09,73030.7,No
Jeremy,Male,2003-12-11,118617.67,Yes
Allison,Female,1982-04-07,107991.08,Yes
Traci,Female,1978-05-08,141469.15,Yes
Rose,Female,1962-10-10,69747.64,Yes
Eric,Female,1988-01-13,99673.16,No
Philip,Male,1995-02-05,138479.23,No
Rebecca,Male,1997-09-14,36147.14,No
Nathan,Female,1964-07-30,118743.14,No
Jose,Female,1985-12-01,111617.54,No
Emily,Male,1972-07-18,80831.04,Yes
Andrew,Male,1960-02-01,63979.15,Yes
Stacie,Male,1961-10-03,59837.59,No
Barbara,Male,1989-08-20,53351.6,Yes
Eric,Male,1974-10-27,75190.45,Yes
Christina,Male,1975-04-22,112640.86,No
Douglas,Male,1962-03-03,118955.88,Yes
Jacqueline,Male,1977-12-20,38413.94,Yes
Crystal,Male,1999-01-19,71332.69,No
Patrick,Female,1990-11-27,127068.77,Yes
Stephen,Female,1972-04-03,95222.55,Yes
Shannon,Female,1978-08-13,42718.6,Yes
Gabrielle,Male,1970-07-19,103871.74,Yes
Adam,Male,1986-05-30,145390.94,No
Anna,Male,2003-09-29,119428.84,No
Amanda,Male,1993-09-05,68265.28,Yes
Amber,Female,1996-04-25,78117.54,No
Brandon,Female,2002-05-26,115546.59,No
Timothy,Female,1970-06-30,35200.89,No
Luke,Male,2000-12-09,115007.8,Yes
Larry,Female,1983-04-27,102658.27,Yes
Julie,Female,1965-12-04,145704.51,Yes
Jeffery,Female,1965-04-26,62349.36,No
Tiffany,Male,1997-10-10,65006.94,No
Richard,Male,1980-03-26,47509.87,Yes
Barbara,Male,1990-03-27,86528.25,Yes
Sara,Male,1985-12-30,62032.36,No
Gregory,Male,2000-04-03,33797.8,Yes
Susan,Female,2006-03-01,137916.67,No
Jose,Male,1995-02-11,73431.41,Yes
Abigail,Male,1987-04-01,63621.72,Yes
Patrick,Female,1987-04-12,130946.8,No
Kellie,Female,1981-08-21,87981.03,No
Peggy,Male,1985-07-25,117819.93,Yes
Beverly,Female,1995-09-27,51157.34,No
Andrea,Male,1978-06-05,91820.52,Yes
Shannon,Male,1994-12-02,93529.4,Yes
Patricia,Female,1975-09-08,69929.14,No
Courtney,Male,1968-10-11,41120.75,Yes
Adam,Female,2006-05-27,131645.25,Yes
Christopher,Female,1981-11-28,32341.48,Yes
Kristin,Female,1960-08-11,120548.82,No
Philip,Female,1981-05-05,97581.97,No
Jacob,Male,1973-06-07,122391.34,No
Jason,Female,1969-06-18,56279.43,No
Marcus,Female,1976-06-03,42649.32,Yes
Susan,Male,2004-04-27,73885.26,Yes
Tracy,Male,1970-03-14,70710.31,Yes
Jessica,Female,1979-08-17,78410.59,No
Jose,Male,1961-02-27,133605.73,No
Michael,Female,1975-04-27,111460.42,No
Lisa,Female,1993-09-15,43192.37,Yes
Michael,Male,1984-05-20,67855.13,Yes
Edwin,Male,1998-12-17,149852.44,No
Reginald,Female,1961-07-08,83932.56,Yes
Jenny,Female,1979-05-30,73140.06,Yes
Erin,Male,1979-05-04,134841.61,No
Stephanie,Male,1971-10-20,60961.54,Yes
Nancy,Female,1985-03-12,80317.36,No
Andrew,Female,1968-10-15,102867.88,No
Edward,Female,1968-01-17,140652.84,No
Penny,Male,1962-02-17,87392.55,No
Michelle,Female,1977-08-18,66778.76,No
Spencer,Male,1977-05-18,67437.29,Yes
John,Male,1965-12-23,117553.66,Yes
Mitchell,Male,1999-06-13,126977.9,No
Amanda,Female,1967-01-23,,No
Shawn,Female,1970-10-03,149365.14,No
Alicia,Male,1981-11-17,47206.53,No
Kevin,Male,1974-05-15,138771.78,No
Michael,Female,1977-07-01,70442.4,Yes
Elizabeth,Female,1986-04-02,140320.85,No
Annette,Male,1991-03-25,79253.38,No
James,Female,1965-11-19,,Yes
James,Female,1972-03-07,144885.66,Yes
Jessica,Female,1960-03-13,124093.2,Yes
Thomas,Female,2004-10-15,129088.7,No
Rebecca,Male,2000-02-06,31980.24,Yes
Ronald,Female,1999-04-04,86210.66,Yes
Virginia,Female,1999-03-01,90057.53,No
Deborah,Male,1985-12-10,90161.3,No
Charles,Male,1992-04-18,97736.05,Yes
Thomas,Male,2007-04-11,113064.79,No
Mary,Female,1979-08-13,36913.95,Yes
Lynn,Female,1974-07-04,134425.49,No
Melissa,Male,1963-04-06,60032.57,Yes
Erica,Female,1998-03-02,51706.59,Yes
Thomas,Female,1961-07-08,68155.64,Yes
Patrick,Male,1984-12-05,33452.51,No
Jennifer,Female,1966-12-22,114413.12,Yes
Benjamin,Female,2001-07-27,99741.33,Yes
Stephanie,Male,1991-02-27,100271.59,Yes
Matthew,Male,1966-03-15,85413.26,Yes
Bryan,Male,1961-10-07,114205.03,No
Valerie,Female,1969-04-20,94758.36,No
Adrian,Male,1968-11-21,62393.79,Yes
Scott,Female,1987-08-14,44105.43,No
Megan,Female,2002-05-26,147330.28,Yes
Glenn,Female,1971-02-27,33158.51,Yes
Ryan,Female,1964-02-03,63261.17,No
Alexander,Male,1980-01-18,41268.71,No
Sarah,Male,1986-08-10,69161.6,Yes
Justin,Male,1996-08-18,35770.27,Yes
George,Female,2002-07-20,102932.74,Yes
Glenn,Female,1962-09-14,127648.08,Yes
Kayla,Male,1973-12-21,74806.63,No
Gregory,Male,1984-04-17,117132.2,Yes
Lynn,Male,1960-09-03,100697.8,Yes
Michele,Male,1990-03-03,79603.88,Yes
Robert,Male,2000-04-25,95835.66,Yes
Bobby,Male,1982-04-15,130509.47,No
Jamie,Female,1997-04-14,88506.31,Yes
Nathan,Female,2000-11-29,41259.67,Yes
Craig,Male,2005-12-24,65440.51,No
Derrick,Male,2001-06-18,140059.81,No
Elizabeth,Female,1970-06-29,111313.36,No
Jasmine,Male,1960-12-16,61719.51,No
Kevin,Female,1971-08-14,108963.38,Yes
John,Male,1977-10-20,51388.44,Yes
Jennifer,Female,2007-02-13,34613.34,No
James,Male,1996-04-04,137677.73,Yes
Luke,Female,1975-01-12,129274.5,Yes
Nicole,Female,1983-12-15,116991.44,Yes
Jenna,Male,2004-11-20,111907.71,Yes
Nicholas,Female,1979-04-01,116593.66,Yes
Alan,Female,1967-06-25,62248.79,Yes
James,Male,2006-03-11,106388.03,Yes
Yvonne,Female,1972-01-18,96429.73,Yes
Amanda,Female,1964-04-27,50290.6,No
Crystal,Male,1969-08-29,77019.92,Yes
Leslie,Male,1986-02-21,145696.1,Yes
Brandon,Male,1989-05-09,118207.56,Yes
Eddie,Male,1992-11-26,47632.61,Yes
Monica,Female,1995-06-10,113124.28,No
Patrick,Female,1991-03-29,60845.88,Yes
Christopher,Male,1988-06-28,85442.92,No
Kenneth,Male,1960-11-30,132046.8,No
Donald,Male,1973-09-02,48746.82,Yes
Daniel,Female,1996-03-29,140022.72,No
Jo,Male,1980-05-13,75216.89,Yes
Anna,Female,1989-12-06,68728.06,Yes
Suzanne,Female,1963-04-29,59388.26,No
Gina,Male,1983-11-14,59132.83,No
Lisa,Male,1972-12-15,97488.68,No
Kyle,Female,2006-11-22,144155.88,No
Jose,Female,1963-05-17,145836.05,No
Cassie,Female,1992-05-14,42300.46,Yes
Tanya,Female,1978-02-01,110158.09,Yes
Suzanne,Female,1987-10-24,58122.27,No
Melissa,Female,1976-03-13,59771.48,Yes
Connor,Male,1979-01-03,45269.16,Yes
Chase,Male,1962-12-18,129535.06,No
Samuel,Female,1967-07-17,129234.22,No
Seth,Male,1980-09-28,80898.11,No
Michael,Male,1980-07-26,86172.31,No
Jesus,Female,1966-12-17,89513.34,No
Robert,Male,1975-10-31,113848.28,Yes
Donald,Male,2006-03-26,110059.71,Yes
Laura,Male,1993-02-13,39764.51,Yes
John,Male,1978-07-14,124077.77,Yes
Melissa,Female,1968-12-28,92253.23,No
Brandon,Female,1973-07-11,123052.79,No
Tracy,Female,2001-08-02,124288.89,Yes
Jennifer,Female,1983-04-11,144634.56,Yes
Melissa,Male,1997-07-20,38919.43,Yes
Arthur,Male,1973-12-05,82676.96,No
Sandra,Female,1975-01-20,43298.97,Yes
Ashley,Female,1986-07-25,31923.84,No
Debra,Male,1970-03-20,69353.19,No
Jonathan,Female,1968-12-31,75070.45,No
Molly,Male,1985-12-20,32585.97,Yes
David,Male,1992-07-04,32251.87,Yes
Susan,Male,1987-02-14,138431.89,No
Tonya,Female,1984-05-05,142552.09,No
Faith,Male,1973-08-13,117794.75,No
George,Male,1974-10-06,121041.69,No
Bryan,Male,1968-11-19,57104.28,Yes
Alicia,Male,1994-12-24,91921.32,Yes
Caleb,Male,1989-04-09,96445.1,No
Maria,Male,1994-08-11,53863.97,No
Linda,Female,1991-07-23,125816.56,Yes
Matthew,Male,1994-05-14,83756.61,No
Terri,Male,1991-03-04,124867.59,Yes
Tammy,Male,1965-05-30,133645.6,No
Joel,Female,1974-06-26,77124.58,No
Stephanie,Female,1998-04-25,73433.04,Yes
Robert,Male,2000-11-15,118001.31,Yes
Kaitlyn,Male,2001-06-16,117842.09,Yes
Christian,Male,2004-05-03,55754.31,Yes
Anthony,Male,1962-07-24,130792.02,No
Samantha,Female,1998-06-15,80951.3,No
Jennifer,Male,1960-03-30,102593.68,No
Nathan,Female,1984-07-12,69177.5,Yes
Joshua,Female,1973-02-16,80236.93,No
Ian,Male,1972-08-12,74670.98,No
Marcus,Female,1972-11-19,63589.17,No
Nancy,Male,1994-01-17,81902.47,Yes
Roger,Male,1963-11-22,37520.55,Yes
Adam,Female,2000-12-18,139039.89,Yes
Audrey,Female,1992-02-01,43586.05,Yes
Jeffrey,Female,1989-01-12,126612.58,No
Seth,Male,1967-01-29,121139.86,Yes
Andrew,Male,2006-04-10,47697.84,Yes
Victor,Female,1999-04-24,69749.75,Yes
Melissa,Female,2004-08-05,114703.57,Yes
Rebecca,Male,1993-09-09,108234.01,No
Sheryl,Female,1994-12-31,77580.03,No
Clinton,Female,1978-05-26,136574.93,Yes
Ashley,Female,2002-01-02,91432.62,No
Heather,Female,1980-03-29,89920.48,Yes
Lisa,Female,1991-04-02,149492.71,Yes
Jonathan,Male,2004-12-07,30474.33,Yes
Thomas,Female,1980-05-07,106688.32,No
John,Female,1966-10-28,97080.71,Yes
Mark,Male,1991-02-23,68267.83,Yes
Jessica,Female,1996-04-24,37853.43,Yes
Douglas,Male,1973-05-03,43110.93,No
Kimberly,Male,1983-11-18,117437.24,No
Renee,Female,1978-08-20,142739.59,Yes
Louis,Male,1981-03-26,124860.27,No
Christopher,Female,1971-12-15,,No
Sarah,Male,2001-08-05,33868.12,Yes
Michelle,Female,1970-05-21,114688.83,Yes
Jonathan,Female,1975-02-25,118320.61,Yes
Daniel,Male,1967-12-24,59691.39,Yes
Candice,Female,1966-05-11,83264.53,Yes
Johnny,Male,1977-12-01,141976.73,Yes
Brian,Female,1988-05-06,73215.97,No
Karen,Male,1960-06-22,135520.93,No
Tonya,Female,1986-04-07,99737.43,No
Meghan,Male,2002-10-08,81152.13,Yes
David,Female,1974-05-15,101627.84,No
Catherine,Female,1969-08-17,89380.31,Yes
Juan,Male,1974-03-21,73155.89,Yes
Daniel,Male,1959-08-12,46407.35,Yes
David,Male,1995-02-22,52658.1,No
April,Female,1962-05-25,61765.38,No
Clayton,Female,2004-05-07,108890.43,No
Robert,Male,1984-11-03,103088.79,No
Carlos,Male,1960-03-19,56122.38,No
Daniel,Male,1971-04-28,107760.8,Yes
Kristen,Male,1995-07-01,113854.47,No
Michele,Female,1998-02-12,61870.64,Yes
Donald,Male,1971-04-20,41633.2,No
Alexa,Female,1985-11-26,143845.84,Yes
Belinda,Female,1975-12-03,117210.77,Yes
David,Male,1994-02-05,97243.3,Yes
Laura,Male,1969-09-11,57228.81,No
Gloria,Male,2002-03-10,85027.65,No
Danielle,Male,1970-12-01,142439.78,Yes
Jennifer,Female,1960-03-09,46554.55,Yes
Michelle,Male,1979-04-20,142003.58,Yes
Lisa,Male,1971-08-07,62471.15,No
Raymond,Female,1980-01-05,109217.29,No
Carla,Male,1995-01-15,40218.89,Yes
Henry,Female,1976-08-27,113738.26,No
Kristine,Female,1972-01-28,89691.3,No
Roger,Female,1994-09-09,70754.89,Yes
Sydney,Female,1993-12-15,129604.89,No
Jeffrey,Female,1966-03-18,49882.64,No
Daniel,Female,2002-12-16,86539.79,No
Jeffery,Female,1994-07-12,73387.53,No
Jacob,Female,1995-08-30,133693.89,No
Christopher,Female,1967-08-13,129176.96,No
Cindy,Female,1984-01-24,39591.83,No
Anthony,Male,1969-09-24,79796.74,Yes
Daniel,Female,1993-04-24,69868.38,Yes
Gary,Female,1966-05-05,84503.64,No
Olivia,Male,1969-04-30,88190.71,Yes
Brian,Female,1998-08-05,33702.41,No
Jacob,Female,1975-07-03,57689.29,No
Nicole,Female,1990-12-22,133175.19,No
Kevin,Male,2006-12-10,115884.17,No
Matthew,Male,2003-11-08,127252.4,Yes
Keith,Male,1980-11-17,88352.24,Yes
Scott,Male,1994-11-06,34007.77,Yes
Joseph,Female,1963-07-20,107742.0,No
Elizabeth,Female,1973-02-06,70879.75,Yes
Patricia,Female,1998-11-19,133614.01,No
Arthur,Male,1989-01-15,93819.03,Yes
Angel,Male,1989-12-25,122816.99,No
Vincent,Female,1967-10-21,126283.24,No
Alex,Male,1995-08-09,34553.29,Yes
James,Female,2002-10-11,100040.29,Yes
Laura,Male,2003-06-25,85205.28,Yes
Denise,Female,1967-01-01,51515.27,Yes
Joseph,Female,1970-04-27,59449.51,Yes
Connie,Female,2000-01-11,147119.37,No
Jill,Female,1966-03-12,58685.62,No
Scott,Female,1976-02-13,70742.16,Yes
Morgan,Female,1987-05-31,115438.14,Yes
Scott,Male,1972-03-20,122701.35,Yes
Christopher,Female,1969-05-07,39900.95,Yes
Stephanie,Male,1977-11-15,89859.64,No
Barry,Male,1993-07-11,38657.59,No
Jimmy,Female,2004-03-08,69817.99,Yes
Keith,Male,1983-09-29,90422.88,Yes
Julie,Male,2000-07-29,45065.14,Yes
Kathryn,Male,1978-11-06,97279.49,No
Mia,Male,2001-12-19,93079.59,No
Juan,Male,1969-04-03,47324.65,No
Brenda,Male,1996-07-02,123233.14,Yes
Jeff,Female,2006-07-19,108046.12,Yes
James,Male,2002-12-22,60414.99,No
Christina,Male,2001-01-11,110532.15,No
Luke,Male,1990-11-05,133443.59,Yes
Angela,Male,2007-04-21,35949.07,No
Shelby,Male,1966-10-02,100230.77,Yes
Amanda,Male,1976-12-23,111563.53,No
Charles,Female,2000-07-24,60876.94,No
April,Female,2006-02-12,30528.59,No
Melissa,Male,2000-02-11,89009.55,Yes
Ashley,Female,1981-11-09,67712.32,Yes
Melissa,Female,2004-01-17,54175.33,Yes
Kristi,Male,1983-12-22,47174.81,No
Karen,Male,1980-02-06,142340.79,No
Thomas,Female,1970-07-30,89137.88,Yes
Alexander,Male,1980-12-19,68071.62,No
Amber,Male,2002-05-08,35262.24,No
Louis,Female,1973-08-30,60806.02,Yes
Jennifer,Female,1968-05-14,30660.72,No
Alan,Male,1973-04-11,46229.43,Yes
Ashley,Female,1975-12-12,128935.34,No
Anna,Male,1994-12-11,57996.94,No
Monica,Male,1968-10-29,30207.54,No
Michael,Male,1970-07-19,42656.22,Yes
Brandon,Male,2002-01-21,65664.37,No
Mary,Male,1995-01-07,61275.64,No
Brittany,Male,1969-01-12,112259.42,Yes
Willie,Female,1969-03-30,110281.9,No
Maria,Female,1977-07-04,54487.9,No
Brandon,Female,1987-07-01,54529.86,Yes
Lynn,Female,1961-05-12,76561.05,Yes
Paul,Male,1965-05-30,102636.26,Yes
April,Female,1969-09-08,149635.23,Yes
Melanie,Female,2001-11-04,36893.46,Yes
Justin,Female,1972-07-25,35657.87,No
Anthony,Male,1982-08-07,74406.25,No
Christopher,Male,1971-05-26,61905.64,No
James,Female,1983-02-01,124991.96,Yes
Kathleen,Male,2006-01-17,132862.69,No
Douglas,Male,1963-05-06,107599.94,Yes
Kyle,Male,1978-01-13,40722.91,Yes
Mercedes,Female,2000-09-08,107034.97,No
Jimmy,Female,1967-01-24,67396.36,No
John,Female,1999-01-02,57659.61,Yes
Kyle,Female,2001-12-06,107579.9,No
Natalie,Male,1984-03-10,114652.78,Yes
Heather,Male,1999-07-27,68110.41,Yes
Penny,Male,1974-03-18,118420.01,Yes
Rebecca,Male,1988-01-07,46974.58,No
Melissa,Female,1986-03-13,74621.65,Yes
James,Female,1984-04-21,114759.99,No
Melissa,Female,1968-10-24,125410.38,No
Valerie,Male,1994-09-13,69667.69,No
Roberto,Male,1990-03-18,110613.18,Yes
Tanya,Male,2005-12-07,52322.83,Yes
Aaron,Male,1967-07-11,103067.55,Yes
Alexis,Female,1980-05-06,122662.6,Yes
Daisy,Female,1961-12-29,52465.71,Yes
Eric,Male,1980-07-18,123374.91,Yes
Dustin,Male,1989-03-06,141656.57,Yes
Suzanne,Female,1988-06-14,59228.86,No
Jennifer,Male,1976-08-29,91017.84,No
Antonio,Male,1982-08-20,48108.38,Yes
Kelli,Female,1982-09-23,50636.13,Yes
Mark,Male,1993-06-06,130493.95,Yes
David,Male,1981-01-27,52022.2,No
Gabriella,Male,1959-10-31,115370.8,No
Mitchell,Female,1999-01-27,62792.31,No
Melissa,Male,2001-06-10,62589.5,No
Ian,Female,2004-09-05,59663.31,Yes
Sara,Male,1962-01-23,90734.56,Yes
Kristine,Male,1974-03-30,81163.49,No
Karen,Female,1971-08-20,122325.58,No
Jennifer,Female,1977-01-24,149356.41,No
Gregory,Female,1977-07-24,41760.46,Yes
Johnathan,Male,1971-06-07,51180.49,No
Brandon,Male,2006-12-03,57999.19,Yes
John,Female,1963-07-31,91794.35,Yes
Daniel,Male,1977-11-23,73656.31,No
Melinda,Male,1985-06-29,78103.45,No
Craig,Female,1993-04-13,70393.48,No
Joseph,Male,1980-04-12,125691.27,Yes
Roy,Male,1978-11-05,78752.24,Yes
Nathaniel,Female,1988-07-13,40814.45,Yes
Ricardo,Female,2002-11-28,52363.7,Yes
Caitlin,Female,1986-02-16,89264.4,No
Stephanie,Male,1998-07-30,121626.81,Yes
Charles,Female,1968-04-13,144429.0,No
Candice,Female,2004-04-01,72095.91,No
Kevin,Female,2006-04-20,31878.29,Yes
Lorraine,Male,1980-02-02,74891.95,No
Bryan,Female,1990-06-06,96360.17,No
Mark,Female,1999-04-30,63866.02,Yes
Christopher,Female,1975-06-20,51350.01,No
Christopher,Male,1976-05-25,64187.32,Yes
Roger,Female,1976-07-06,124988.59,No
Andrew,Male,1981-04-19,44793.22,No
Dillon,Female,2007-04-08,121284.14,Yes
Linda,Male,1992-08-19,103131.44,No
Tiffany,Male,1969-08-05,136477.58,Yes
Jennifer,Male,2004-06-28,133788.27,Yes
Donna,Female,1987-10-17,119797.42,Yes
Erin,Male,2005-12-06,133341.44,Yes
Jeremy,Female,1960-02-29,41719.52,No
Jeremy,Male,1975-03-17,32987.21,Yes
Samantha,Female,2001-11-30,33046.0,Yes
Danielle,Female,1969-11-10,82727.1,Yes
Nicolas,Female,1985-07-04,105304.51,Yes
Erica,Male,1996-07-12,90114.8,Yes
Stephanie,Male,1988-02-09,103099.69,No
James,Male,1961-04-17,129941.62,Yes
Lauren,Female,2000-11-18,56755.21,Yes
Jason,Female,1977-04-13,137425.23,Yes
John,Female,1998-03-10,30866.17,No
Sharon,Female,1987-08-18,31561.41,Yes
Clifford,Male,1960-02-21,84388.29,Yes
Tracy,Male,1988-08-21,88687.77,Yes
Glen,Male,1998-09-13,31480.28,No
Kyle,Male,1998-12-04,109274.71,Yes
Robert,Female,1966-02-24,42737.16,Yes
Sharon,Female,1989-01-22,132060.04,No
Nicholas,Female,1960-03-23,76193.47,Yes
Brianna,Male,1977-06-21,87130.6,No
Carolyn,Male,1990-11-23,52026.74,No
Amber,Male,1991-03-02,,No
Brenda,Female,1982-06-07,31768.38,No
Marcia,Male,1995-03-07,144084.2,Yes
Debra,Female,1964-05-17,99670.18,Yes
Samuel,Female,1965-06-17,135408.26,Yes
Darin,Male,2001-06-02,122950.76,Yes
Donna,Female,1985-06-22,43196.97,No
Theresa,Female,1992-09-30,94304.89,No
Lori,Female,1975-03-13,62693.21,Yes
Robert,Male,1993-01-19,98722.67,No
Roger,Male,1998-02-16,148979.61,No
Crystal,Male,1964-12-10,61743.22,No
Donna,Female,1977-07-28,101035.57,No
Maureen,Male,2000-06-27,134293.2,No
Deborah,Male,1971-07-26,102392.05,No
Diane,Female,1985-02-15,139472.45,Yes
Alfred,Female,1970-01-29,64283.98,Yes
Matthew,Female,2000-08-10,131991.37,Yes
Kevin,Female,1962-03-14,35987.8,No
Matthew,Male,1976-05-06,80870.34,No
Cathy,Male,2004-03-23,57848.02,Yes
Brittany,Male,2004-05-17,134181.2,No
Matthew,Female,1975-01-27,78994.72,Yes
John,Female,1983-01-28,65570.75,No
Cynthia,Female,1977-06-01,107112.28,No
Jennifer,Female,1990-04-05,80290.52,Yes
Terry,Female,1996-08-10,123657.07,Yes
Bryan,Male,1969-02-09,137038.55,No
Benjamin,Female,1991-06-16,44798.5,Yes
Lori,Female,1968-08-31,39507.21,Yes
Lauren,Male,1985-11-08,51963.87,Yes
Julie,Female,1991-04-14,66186.47,Yes
Ashley,Male,1974-05-13,70008.08,No
Tyrone,Female,2007-04-24,51541.66,Yes
Kathryn,Male,1985-03-28,86953.61,Yes
